name,owner,url,stargazers,createdAt,updatedAt,primaryLanguage,pullRequests,releases,totalIssues,closedIssues
atom,atom,https://github.com/atom/atom,60987,2012-01-20T18:18:21Z,2026-03-05T23:18:01Z,JavaScript,3937,538,17111,16148
architect-awesome,xingshaocheng,https://github.com/xingshaocheng/architect-awesome,60840,2018-04-06T13:30:58Z,2026-03-06T01:35:40Z,None,49,0,71,23
Front-end-Developer-Interview-Questions,h5bp,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60794,2012-02-09T23:34:10Z,2026-03-05T21:40:48Z,Nunjucks,484,0,177,143
scrapy,scrapy,https://github.com/scrapy/scrapy,60597,2010-02-22T02:01:14Z,2026-03-06T02:10:21Z,Python,2475,46,3241,2780
leetcode-master,youngyangyang04,https://github.com/youngyangyang04/leetcode-master,60587,2019-12-14T12:05:42Z,2026-03-06T00:21:13Z,Shell,2311,0,277,68
ripgrep,BurntSushi,https://github.com/BurntSushi/ripgrep,60567,2016-03-11T02:02:33Z,2026-03-06T00:32:43Z,Rust,544,74,1767,1673
minio,minio,https://github.com/minio/minio,60432,2015-01-14T19:23:58Z,2026-03-06T01:30:42Z,Go,9882,521,7885,7840
openpilot,commaai,https://github.com/commaai/openpilot,60230,2016-11-24T01:33:30Z,2026-03-06T00:42:16Z,Python,12647,61,3223,3042
markdown-here,adam-p,https://github.com/adam-p/markdown-here,60163,2012-05-13T03:27:22Z,2026-03-06T01:31:07Z,JavaScript,27,17,634,333
jquery,jquery,https://github.com/jquery/jquery,59852,2009-04-03T15:20:14Z,2026-03-06T00:27:48Z,JavaScript,867,13,2381,2305
nuxt,nuxt,https://github.com/nuxt/nuxt,59790,2016-10-26T11:18:47Z,2026-03-06T00:27:21Z,TypeScript,7471,274,17160,16350
spring-framework,spring-projects,https://github.com/spring-projects/spring-framework,59704,2010-12-08T04:04:45Z,2026-03-05T22:28:25Z,Java,905,357,27888,27577
drawio-desktop,jgraph,https://github.com/jgraph/drawio-desktop,59679,2017-05-25T20:58:42Z,2026-03-06T00:53:11Z,JavaScript,22,169,1738,1677
pathway,pathwaycom,https://github.com/pathwaycom/pathway,59512,2022-11-27T13:01:14Z,2026-03-06T00:48:17Z,Python,19,84,140,113
Real-Time-Voice-Cloning,CorentinJ,https://github.com/CorentinJ/Real-Time-Voice-Cloning,59501,2019-05-26T08:56:15Z,2026-03-05T18:29:33Z,Python,50,0,1111,951
git,git,https://github.com/git/git,59495,2008-07-23T14:21:26Z,2026-03-06T02:05:57Z,C,3,0,0,0
shadowsocks-windows,shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,59266,2013-01-14T07:54:16Z,2026-03-05T23:56:05Z,C#,290,55,2915,2727
llama,meta-llama,https://github.com/meta-llama/llama,59192,2023-02-14T09:29:12Z,2026-03-06T01:06:59Z,Python,54,0,1112,652
awesome-flutter,Solido,https://github.com/Solido/awesome-flutter,59173,2017-05-07T11:45:27Z,2026-03-06T00:06:14Z,Dart,448,0,0,0
Magisk,topjohnwu,https://github.com/topjohnwu/Magisk,59073,2016-09-08T12:42:53Z,2026-03-06T02:09:39Z,Rust,1688,156,6492,6453
30-Days-Of-Python,Asabeneh,https://github.com/Asabeneh/30-Days-Of-Python,59054,2019-11-19T17:24:16Z,2026-03-06T02:09:10Z,Python,137,0,142,84
angular.js,angular,https://github.com/angular/angular.js,58923,2010-01-06T00:34:37Z,2026-03-05T13:52:42Z,JavaScript,790,0,9033,8644
cline,cline,https://github.com/cline/cline,58666,2024-07-06T07:28:10Z,2026-03-06T02:06:22Z,TypeScript,3245,239,3418,2915
awesome-chatgpt-prompts-zh,PlexPt,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,58546,2022-12-12T01:55:03Z,2026-03-06T01:18:56Z,None,33,0,97,59
rails,rails,https://github.com/rails/rails,58345,2008-04-11T02:19:47Z,2026-03-06T01:42:44Z,Ruby,25884,160,18481,17973
mkcert,FiloSottile,https://github.com/FiloSottile/mkcert,58256,2018-06-25T05:33:03Z,2026-03-06T01:32:28Z,Go,52,14,350,241
FFmpeg,FFmpeg,https://github.com/FFmpeg/FFmpeg,57602,2011-04-14T14:12:38Z,2026-03-06T01:49:42Z,C,0,0,0,0
bat,sharkdp,https://github.com/sharkdp/bat,57527,2018-04-21T10:52:23Z,2026-03-06T01:38:08Z,Rust,1577,43,1580,1266
memos,usememos,https://github.com/usememos/memos,57500,2021-12-08T15:30:18Z,2026-03-06T01:17:38Z,Go,1917,86,2824,2813
html5-boilerplate,h5bp,https://github.com/h5bp/html5-boilerplate,57396,2010-01-24T18:03:24Z,2026-03-05T19:11:25Z,JavaScript,804,34,1358,1353
fuel-core,FuelLabs,https://github.com/FuelLabs/fuel-core,57341,2020-08-27T21:12:14Z,2026-03-06T01:25:34Z,Rust,1617,125,1154,996
astro,withastro,https://github.com/withastro/astro,57288,2021-03-15T17:19:47Z,2026-03-06T00:31:21Z,TypeScript,8245,1000,5976,5787
zustand,pmndrs,https://github.com/pmndrs/zustand,57250,2019-04-09T09:10:06Z,2026-03-06T00:56:13Z,TypeScript,888,101,693,691
DeepLearning-500-questions,scutan90,https://github.com/scutan90/DeepLearning-500-questions,57179,2018-06-27T06:36:45Z,2026-03-06T02:11:13Z,JavaScript,302,0,192,81
private-gpt,zylon-ai,https://github.com/zylon-ai/private-gpt,57151,2023-05-02T09:15:31Z,2026-03-06T01:38:34Z,Python,226,10,1227,965
yolov5,ultralytics,https://github.com/ultralytics/yolov5,56935,2020-05-18T03:45:11Z,2026-03-06T00:29:17Z,Python,2239,10,9440,9401
you-get,soimort,https://github.com/soimort/you-get,56764,2012-08-20T15:53:36Z,2026-03-05T15:01:44Z,Python,582,123,0,0
pocketbase,pocketbase,https://github.com/pocketbase/pocketbase,56565,2022-07-05T06:06:21Z,2026-03-06T02:04:38Z,Go,55,244,1952,1928
vaultwarden,dani-garcia,https://github.com/dani-garcia/vaultwarden,56359,2018-02-17T22:40:20Z,2026-03-06T02:04:21Z,Rust,1080,78,2563,2552
react-router,remix-run,https://github.com/remix-run/react-router,56281,2014-05-16T22:22:51Z,2026-03-05T16:58:53Z,TypeScript,3414,326,8311,8197
llm-app,pathwaycom,https://github.com/pathwaycom/llm-app,56215,2023-07-19T08:43:37Z,2026-03-05T21:50:10Z,Jupyter Notebook,49,0,18,13
meilisearch,meilisearch,https://github.com/meilisearch/meilisearch,56198,2018-04-23T11:45:28Z,2026-03-05T22:54:55Z,Rust,2339,299,2393,2167
face_recognition,ageitgey,https://github.com/ageitgey/face_recognition,56176,2017-03-03T21:52:39Z,2026-03-05T18:21:42Z,Python,94,2,1378,598
awesome-rust,rust-unofficial,https://github.com/rust-unofficial/awesome-rust,55995,2014-07-17T10:45:10Z,2026-03-06T01:59:46Z,Rust,1696,0,143,133
pi-hole,pi-hole,https://github.com/pi-hole/pi-hole,55978,2014-06-08T15:02:55Z,2026-03-06T00:29:46Z,Shell,2171,123,3126,3095
gatsby,gatsbyjs,https://github.com/gatsbyjs/gatsby,55946,2015-05-21T22:43:05Z,2026-03-06T01:32:03Z,JavaScript,18253,158,14130,13914
rclone,rclone,https://github.com/rclone/rclone,55865,2014-03-16T16:19:57Z,2026-03-06T01:47:37Z,Go,2307,121,5967,5034
leetcode,azl397985856,https://github.com/azl397985856/leetcode,55819,2018-03-30T09:13:51Z,2026-03-05T15:29:35Z,JavaScript,257,40,256,248
rich,Textualize,https://github.com/Textualize/rich,55694,2019-11-10T15:28:09Z,2026-03-06T01:40:28Z,Python,860,175,1481,1264
anything-llm,Mintplex-Labs,https://github.com/Mintplex-Labs/anything-llm,55666,2023-06-04T02:29:14Z,2026-03-06T02:09:20Z,JavaScript,1304,25,3222,2947
awesome-android-ui,wasabeef,https://github.com/wasabeef/awesome-android-ui,55567,2014-12-24T01:45:03Z,2026-03-05T18:25:28Z,None,90,0,115,94
MinerU,opendatalab,https://github.com/opendatalab/MinerU,55564,2024-02-29T08:52:34Z,2026-03-06T02:11:02Z,Python,1319,143,2093,1903
GPT-SoVITS,RVC-Boss,https://github.com/RVC-Boss/GPT-SoVITS,55523,2024-01-14T18:05:21Z,2026-03-06T02:01:11Z,Python,355,4,2008,1232
github-cheat-sheet,tiimgreen,https://github.com/tiimgreen/github-cheat-sheet,55507,2014-04-12T16:38:42Z,2026-03-06T00:46:12Z,None,129,0,75,49
project-layout,golang-standards,https://github.com/golang-standards/project-layout,55502,2017-09-09T16:33:26Z,2026-03-06T00:45:28Z,Makefile,94,0,115,44
gpt-engineer,AntonOsika,https://github.com/AntonOsika/gpt-engineer,55211,2023-04-29T12:52:15Z,2026-03-06T01:53:24Z,Python,351,21,501,470
autogen,microsoft,https://github.com/microsoft/autogen,55203,2023-08-18T11:43:45Z,2026-03-06T02:02:33Z,Python,2534,98,2940,2494
hackingtool,Z4nzu,https://github.com/Z4nzu/hackingtool,55169,2020-04-11T09:21:31Z,2026-03-06T00:48:16Z,Python,57,0,392,322
OpenManus,FoundationAgents,https://github.com/FoundationAgents/OpenManus,55035,2025-03-06T14:08:14Z,2026-03-06T02:02:17Z,Python,115,3,741,389
appwrite,appwrite,https://github.com/appwrite/appwrite,55022,2019-04-08T16:36:25Z,2026-03-05T21:25:37Z,TypeScript,4448,120,4298,3756
faceswap,deepfakes,https://github.com/deepfakes/faceswap,55012,2017-12-19T09:44:13Z,2026-03-05T22:32:21Z,Python,363,5,898,896
docling,docling-project,https://github.com/docling-project/docling,54995,2024-07-09T07:50:26Z,2026-03-06T01:31:51Z,Python,737,155,1630,817
starship,starship,https://github.com/starship/starship,54548,2019-04-02T03:23:12Z,2026-03-06T00:34:12Z,Rust,3060,138,2629,1853
ChatGPT,lencx,https://github.com/lencx/ChatGPT,54374,2022-12-07T09:43:02Z,2026-03-05T20:55:12Z,Rust,123,34,1253,368
marktext,marktext,https://github.com/marktext/marktext,54225,2017-11-12T16:05:25Z,2026-03-06T01:41:05Z,JavaScript,944,36,3002,1654
element,ElemeFE,https://github.com/ElemeFE/element,54207,2016-09-03T06:19:26Z,2026-03-06T01:26:45Z,Vue,3231,145,17894,15249
nanoGPT,karpathy,https://github.com/karpathy/nanoGPT,54181,2022-12-28T00:51:12Z,2026-03-06T01:41:28Z,Python,45,0,353,114
gitea,go-gitea,https://github.com/go-gitea/gitea,54110,2016-11-01T02:13:26Z,2026-03-06T01:16:58Z,Go,18521,224,15436,12818
maybe,maybe-finance,https://github.com/maybe-finance/maybe,54049,2024-01-01T22:23:46Z,2026-03-06T00:30:52Z,Ruby,1073,28,0,0
ultralytics,ultralytics,https://github.com/ultralytics/ultralytics,53973,2022-09-11T16:39:45Z,2026-03-06T02:09:46Z,Python,4245,349,12487,12360
requests,psf,https://github.com/psf/requests,53856,2011-02-13T18:38:17Z,2026-03-05T22:32:44Z,Python,1619,14,4127,3943
normalize.css,necolas,https://github.com/necolas/normalize.css,53755,2011-05-04T10:20:25Z,2026-03-05T23:18:00Z,CSS,56,0,517,470
joplin,laurent22,https://github.com/laurent22/joplin,53742,2017-01-16T21:49:41Z,2026-03-06T01:57:19Z,TypeScript,5231,400,7762,7180
segment-anything,facebookresearch,https://github.com/facebookresearch/segment-anything,53573,2023-03-23T17:03:03Z,2026-03-06T01:37:28Z,Jupyter Notebook,16,0,717,182
dive,wagoodman,https://github.com/wagoodman/dive,53488,2018-05-13T15:44:01Z,2026-03-05T22:15:24Z,Go,164,28,373,205
unsloth,unslothai,https://github.com/unslothai/unsloth,53385,2023-11-29T16:50:09Z,2026-03-06T02:02:45Z,Python,775,23,2975,2114
powerlevel10k,romkatv,https://github.com/romkatv/powerlevel10k,53210,2019-02-24T19:09:45Z,2026-03-06T01:44:25Z,Shell,168,33,2604,2488
core,vuejs,https://github.com/vuejs/core,53146,2018-06-12T13:49:36Z,2026-03-05T23:40:43Z,TypeScript,3638,268,5954,5303
ai-agents-for-beginners,microsoft,https://github.com/microsoft/ai-agents-for-beginners,53103,2024-11-28T10:42:52Z,2026-03-06T02:08:19Z,Jupyter Notebook,317,0,86,86
trackerslist,ngosang,https://github.com/ngosang/trackerslist,53096,2016-04-24T11:57:57Z,2026-03-06T00:26:21Z,None,1,0,509,501
material-design-icons,google,https://github.com/google/material-design-icons,52942,2014-10-08T18:01:28Z,2026-03-06T00:59:41Z,None,50,16,1563,1177
pdf.js,mozilla,https://github.com/mozilla/pdf.js,52928,2011-04-26T06:32:03Z,2026-03-06T01:40:09Z,JavaScript,8472,83,10424,9992
first-contributions,firstcontributions,https://github.com/firstcontributions/first-contributions,52853,2016-09-20T14:35:09Z,2026-03-06T02:08:27Z,None,94654,0,1365,1328
ImHex,WerWolv,https://github.com/WerWolv/ImHex,52790,2020-11-10T14:27:00Z,2026-03-06T00:19:26Z,C++,725,82,1556,1252
n8n-workflows,Zie619,https://github.com/Zie619/n8n-workflows,52529,2025-05-14T08:43:59Z,2026-03-06T01:08:24Z,Python,34,1,98,80
kotlin,JetBrains,https://github.com/JetBrains/kotlin,52421,2012-02-13T17:29:58Z,2026-03-06T00:57:42Z,Kotlin,2136,284,0,0
ionic-framework,ionic-team,https://github.com/ionic-team/ionic-framework,52384,2013-08-20T23:06:02Z,2026-03-06T02:04:27Z,TypeScript,6521,930,22140,21546
Free-Certifications,cloudcommunity,https://github.com/cloudcommunity/Free-Certifications,52323,2020-07-31T10:26:19Z,2026-03-06T02:09:30Z,None,115,0,65,19
Docker-OSX,sickcodes,https://github.com/sickcodes/Docker-OSX,52228,2020-06-04T11:01:37Z,2026-03-05T21:54:44Z,Shell,109,0,681,287
Ghost,TryGhost,https://github.com/TryGhost/Ghost,51971,2013-05-04T11:09:13Z,2026-03-06T00:41:21Z,JavaScript,15695,954,7219,7153
typst,typst,https://github.com/typst/typst,51807,2019-09-24T21:41:56Z,2026-03-06T02:11:36Z,Rust,2234,27,4056,2958
PowerShell,PowerShell,https://github.com/PowerShell/PowerShell,51747,2016-01-13T23:41:35Z,2026-03-06T01:45:20Z,C#,8063,193,13323,12140
prettier,prettier,https://github.com/prettier/prettier,51731,2016-11-29T17:13:37Z,2026-03-06T00:48:27Z,JavaScript,9665,134,7179,5980
v2rayNG,2dust,https://github.com/2dust/v2rayNG,51721,2019-05-15T02:15:31Z,2026-03-06T01:57:52Z,Kotlin,541,282,3690,3684
etcd,etcd-io,https://github.com/etcd-io/etcd,51613,2013-07-06T21:57:21Z,2026-03-06T01:38:15Z,Go,10222,272,7123,7008
grok-1,xai-org,https://github.com/xai-org/grok-1,51534,2024-03-17T08:53:38Z,2026-03-06T00:45:46Z,Python,5,0,0,0
termux-app,termux,https://github.com/termux/termux-app,51524,2015-10-23T09:42:46Z,2026-03-06T01:47:55Z,Java,177,95,3024,2592
guava,google,https://github.com/google/guava,51481,2014-05-29T16:23:17Z,2026-03-05T20:33:54Z,Java,1195,57,3649,3029
awesome-ios,vsouza,https://github.com/vsouza/awesome-ios,51462,2014-07-10T16:03:45Z,2026-03-06T00:45:56Z,Swift,2240,0,494,490
jekyll,jekyll,https://github.com/jekyll/jekyll,51421,2008-10-20T06:29:03Z,2026-03-05T21:36:04Z,Ruby,3197,112,4925,4798
coolify,coollabsio,https://github.com/coollabsio/coolify,51401,2021-01-25T20:54:01Z,2026-03-06T01:51:49Z,PHP,2305,665,3465,2884
Semantic-UI,Semantic-Org,https://github.com/Semantic-Org/Semantic-UI,51140,2013-04-08T23:32:04Z,2026-03-05T15:43:49Z,JavaScript,356,154,6235,5269
chinese-poetry,chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,51021,2016-09-02T03:32:25Z,2026-03-06T01:55:27Z,JavaScript,137,1,213,92
DefinitelyTyped,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,51013,2012-10-05T16:39:45Z,2026-03-06T02:02:53Z,TypeScript,52954,1,8109,7543
Motrix,agalwood,https://github.com/agalwood/Motrix,50977,2018-12-18T11:45:05Z,2026-03-06T00:34:22Z,JavaScript,192,21,1354,597
go-ethereum,ethereum,https://github.com/ethereum/go-ethereum,50892,2013-12-26T13:05:46Z,2026-03-05T18:14:48Z,Go,8780,228,8636,8448
awesome-wechat-weapp,justjavac,https://github.com/justjavac/awesome-wechat-weapp,50577,2016-09-22T20:04:48Z,2026-03-06T01:21:42Z,None,278,0,0,0
hiring-without-whiteboards,poteto,https://github.com/poteto/hiring-without-whiteboards,50472,2017-03-15T05:09:01Z,2026-03-05T20:58:56Z,JavaScript,1309,0,0,0
professional-programming,charlax,https://github.com/charlax/professional-programming,50422,2015-11-07T05:07:52Z,2026-03-06T01:24:28Z,Python,43,0,32,32
Flowise,FlowiseAI,https://github.com/FlowiseAI/Flowise,50404,2023-03-31T12:23:09Z,2026-03-06T01:56:24Z,TypeScript,1571,80,2506,1870
windows,dockur,https://github.com/dockur/windows,50227,2024-01-14T13:09:40Z,2026-03-06T01:31:18Z,Shell,518,119,981,881
bulma,jgthms,https://github.com/jgthms/bulma,50058,2016-01-23T23:48:34Z,2026-03-05T21:47:10Z,CSS,646,22,2743,2403
lazydocker,jesseduffield,https://github.com/jesseduffield/lazydocker,49990,2019-05-18T08:53:50Z,2026-03-06T00:22:58Z,Go,191,45,397,204
MoneyPrinterTurbo,harry0703,https://github.com/harry0703/MoneyPrinterTurbo,49974,2024-03-11T02:57:34Z,2026-03-06T02:12:48Z,Python,145,9,618,400
100-Days-Of-ML-Code,Avik-Jain,https://github.com/Avik-Jain/100-Days-Of-ML-Code,49762,2018-07-05T09:11:43Z,2026-03-05T23:41:18Z,None,6,0,0,0
mastodon,mastodon,https://github.com/mastodon/mastodon,49707,2016-02-22T15:01:25Z,2026-03-06T01:54:11Z,Ruby,19158,327,12738,8545
cypress,cypress-io,https://github.com/cypress-io/cypress,49596,2015-03-04T00:46:28Z,2026-03-06T01:50:12Z,TypeScript,8075,387,15321,14121
hacker-scripts,NARKOZ,https://github.com/NARKOZ/hacker-scripts,49430,2015-11-21T19:05:09Z,2026-03-05T21:15:12Z,JavaScript,63,0,104,68
odoo,odoo,https://github.com/odoo/odoo,49327,2014-05-13T15:38:58Z,2026-03-06T02:05:08Z,Python,6182,0,18815,15253
lx-music-desktop,lyswhut,https://github.com/lyswhut/lx-music-desktop,49148,2019-08-14T14:31:08Z,2026-03-06T01:24:23Z,TypeScript,88,112,2353,1275
open-source-ios-apps,dkhamsing,https://github.com/dkhamsing/open-source-ios-apps,49115,2015-01-26T23:32:34Z,2026-03-06T01:15:57Z,None,1543,37,333,333
alist,AlistGo,https://github.com/AlistGo/alist,49109,2020-12-23T17:40:29Z,2026-03-06T01:49:39Z,Go,899,143,4433,3890
jellyfin,jellyfin,https://github.com/jellyfin/jellyfin,49082,2018-12-09T06:36:45Z,2026-03-06T01:57:38Z,C#,5176,102,8191,7558
json,nlohmann,https://github.com/nlohmann/json,49032,2013-07-04T08:47:49Z,2026-03-06T01:24:03Z,C++,1007,45,2367,2331
dbeaver,dbeaver,https://github.com/dbeaver/dbeaver,48958,2015-10-21T08:26:28Z,2026-03-06T02:05:21Z,Java,6727,243,20010,16848
mem0,mem0ai,https://github.com/mem0ai/mem0,48836,2023-06-20T08:58:36Z,2026-03-06T01:42:56Z,Python,1819,273,1396,938
huginn,huginn,https://github.com/huginn/huginn,48817,2013-03-10T06:00:31Z,2026-03-06T01:56:34Z,Ruby,1056,1,2179,1576
query,TanStack,https://github.com/TanStack/query,48706,2019-09-10T19:23:58Z,2026-03-06T00:04:04Z,TypeScript,3200,1000,2273,2203
winutil,ChrisTitusTech,https://github.com/ChrisTitusTech/winutil,48597,2022-04-28T02:25:19Z,2026-03-06T01:11:00Z,PowerShell,1066,34,2146,2141
dayjs,iamkun,https://github.com/iamkun/dayjs,48579,2018-04-10T09:26:44Z,2026-03-05T12:55:34Z,JavaScript,715,125,1825,867
julia,JuliaLang,https://github.com/JuliaLang/julia,48530,2011-04-21T07:01:50Z,2026-03-06T01:45:07Z,Julia,26883,195,25836,21992
RxJava,ReactiveX,https://github.com/ReactiveX/RxJava,48490,2013-01-08T20:11:48Z,2026-03-05T13:24:23Z,Java,3377,243,3181,3167
algorithm-visualizer,algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48372,2016-05-15T00:27:45Z,2026-03-06T00:00:52Z,JavaScript,183,0,123,76
TrendRadar,sansan0,https://github.com/sansan0/TrendRadar,48068,2025-04-28T11:42:16Z,2026-03-06T01:33:28Z,Python,1,0,396,361
pandas,pandas-dev,https://github.com/pandas-dev/pandas,48063,2010-08-24T01:37:33Z,2026-03-05T22:40:14Z,Python,27965,118,28153,24714
moment,moment,https://github.com/moment/moment,48058,2011-03-01T02:46:06Z,2026-03-05T15:39:50Z,JavaScript,714,0,4166,3915
terraform,hashicorp,https://github.com/hashicorp/terraform,47884,2014-03-13T22:25:48Z,2026-03-06T01:14:46Z,Go,13205,403,21614,19844
context7,upstash,https://github.com/upstash/context7,47847,2025-03-26T23:40:39Z,2026-03-06T02:10:28Z,TypeScript,265,49,1670,1522
x64dbg,x64dbg,https://github.com/x64dbg/x64dbg,47830,2015-04-11T20:48:23Z,2026-03-06T02:00:52Z,C++,774,4,2686,2110
Fooocus,lllyasviel,https://github.com/lllyasviel/Fooocus,47811,2023-08-09T18:43:40Z,2026-03-06T00:43:50Z,Python,448,21,1642,1419
type-challenges,type-challenges,https://github.com/type-challenges/type-challenges,47777,2020-07-23T14:33:11Z,2026-03-05T22:40:38Z,TypeScript,600,0,37045,3998
expo,expo,https://github.com/expo/expo,47730,2016-08-15T17:14:25Z,2026-03-06T02:08:32Z,TypeScript,20634,0,18133,17803
open-source-mac-os-apps,serhii-londar,https://github.com/serhii-londar/open-source-mac-os-apps,47708,2017-11-03T02:35:33Z,2026-03-06T02:09:48Z,None,614,0,219,210
kubernetes-the-hard-way,kelseyhightower,https://github.com/kelseyhightower/kubernetes-the-hard-way,47648,2016-07-07T14:15:27Z,2026-03-05T22:52:41Z,None,73,0,438,416
big-list-of-naughty-strings,minimaxir,https://github.com/minimaxir/big-list-of-naughty-strings,47606,2015-08-08T20:57:20Z,2026-03-05T17:31:33Z,Python,89,0,101,32
design-patterns-for-humans,kamranahmedse,https://github.com/kamranahmedse/design-patterns-for-humans,47605,2017-02-16T21:24:39Z,2026-03-05T15:43:42Z,None,50,0,52,47
htmx,bigskysoftware,https://github.com/bigskysoftware/htmx,47558,2020-04-13T16:17:51Z,2026-03-06T00:36:21Z,JavaScript,1049,27,1671,1068
gogs,gogs,https://github.com/gogs/gogs,47546,2014-02-12T01:57:08Z,2026-03-06T00:43:33Z,Go,1869,96,5176,4255
jadx,skylot,https://github.com/skylot/jadx,47517,2013-03-18T17:08:21Z,2026-03-06T01:48:22Z,Java,621,34,2050,1635
Projects,karan,https://github.com/karan/Projects,47454,2013-07-04T13:37:27Z,2026-03-05T23:38:00Z,None,19,0,92,37
llama_index,run-llama,https://github.com/run-llama/llama_index,47398,2022-11-02T04:24:54Z,2026-03-06T01:57:29Z,Python,7639,425,6935,6718
freqtrade,freqtrade,https://github.com/freqtrade/freqtrade,47389,2017-05-17T23:48:53Z,2026-03-06T01:36:06Z,Python,6325,110,5559,5529
whisper.cpp,ggml-org,https://github.com/ggml-org/whisper.cpp,47258,2022-09-25T18:26:37Z,2026-03-06T01:29:30Z,C++,932,31,1871,873
awesome-java,akullpp,https://github.com/akullpp/awesome-java,47215,2014-07-09T10:12:43Z,2026-03-06T02:12:55Z,None,733,0,139,136
chinese-independent-developer,1c7,https://github.com/1c7/chinese-independent-developer,47007,2017-09-21T11:08:23Z,2026-03-06T00:57:46Z,None,411,0,243,239
react,typescript-cheatsheets,https://github.com/typescript-cheatsheets/react,46984,2018-06-02T04:08:16Z,2026-03-06T01:28:59Z,JavaScript,375,0,224,224
awesome-react-components,brillout,https://github.com/brillout/awesome-react-components,46964,2016-06-24T15:19:33Z,2026-03-06T00:06:27Z,None,343,0,56,45
PythonDataScienceHandbook,jakevdp,https://github.com/jakevdp/PythonDataScienceHandbook,46954,2016-08-10T14:24:36Z,2026-03-06T01:40:11Z,Jupyter Notebook,28,0,208,79
serverless,serverless,https://github.com/serverless/serverless,46944,2015-04-21T03:48:40Z,2026-03-05T09:41:52Z,JavaScript,4849,480,6598,5481
v2ray-core,v2ray,https://github.com/v2ray/v2ray-core,46924,2015-09-04T11:42:53Z,2026-03-05T13:26:29Z,Go,203,247,2596,2593
quill,slab,https://github.com/slab/quill,46914,2012-07-30T23:23:18Z,2026-03-06T00:28:14Z,TypeScript,382,95,3821,3269
okhttp,square,https://github.com/square/okhttp,46911,2012-07-23T13:42:55Z,2026-03-05T13:21:38Z,Kotlin,3965,0,4246,4180
brew,Homebrew,https://github.com/Homebrew/brew,46848,2016-03-06T05:08:38Z,2026-03-06T02:03:48Z,Ruby,13794,473,4995,4987
pixijs,pixijs,https://github.com/pixijs/pixijs,46687,2013-01-21T22:40:50Z,2026-03-06T01:59:34Z,TypeScript,3805,303,6071,5800
Made-With-ML,GokuMohandas,https://github.com/GokuMohandas/Made-With-ML,46603,2018-11-05T03:44:27Z,2026-03-06T01:54:41Z,Jupyter Notebook,147,1,77,59
discourse,discourse,https://github.com/discourse/discourse,46499,2013-01-12T00:25:55Z,2026-03-06T00:53:22Z,Ruby,33403,0,0,0
Pake,tw93,https://github.com/tw93/Pake,46451,2022-10-14T09:32:57Z,2026-03-06T01:58:16Z,Rust,110,41,474,473
OpenCut,OpenCut-app,https://github.com/OpenCut-app/OpenCut,46375,2025-06-22T08:02:17Z,2026-03-06T01:26:36Z,TypeScript,187,2,249,85
metabase,metabase,https://github.com/metabase/metabase,46308,2015-02-02T19:25:47Z,2026-03-06T02:12:21Z,Clojure,39479,733,24378,20723
awesome-design-patterns,DovAmir,https://github.com/DovAmir/awesome-design-patterns,46287,2018-06-04T17:47:48Z,2026-03-06T01:56:00Z,None,30,0,16,5
plane,makeplane,https://github.com/makeplane/plane,46252,2022-11-19T12:55:01Z,2026-03-06T01:52:33Z,TypeScript,6278,54,1565,964
ClickHouse,ClickHouse,https://github.com/ClickHouse/ClickHouse,46200,2016-06-02T08:28:18Z,2026-03-06T01:37:48Z,C++,59088,746,27422,22869
ai-hedge-fund,virattt,https://github.com/virattt/ai-hedge-fund,46182,2024-11-29T16:30:01Z,2026-03-06T01:56:53Z,Python,40,0,230,203
learn-regex,ziishaned,https://github.com/ziishaned/learn-regex,46159,2017-07-22T12:21:03Z,2026-03-05T22:34:30Z,None,132,0,87,36
30-Days-Of-JavaScript,Asabeneh,https://github.com/Asabeneh/30-Days-Of-JavaScript,46152,2019-12-23T14:07:40Z,2026-03-06T02:07:43Z,JavaScript,100,0,178,60
text-generation-webui,oobabooga,https://github.com/oobabooga/text-generation-webui,46146,2022-12-21T04:17:37Z,2026-03-06T02:06:55Z,Python,1235,92,4097,1455
frontend-dev-bookmarks,dypsilon,https://github.com/dypsilon/frontend-dev-bookmarks,46132,2013-06-22T13:23:55Z,2026-03-06T00:06:29Z,None,129,1,109,82
ruff,astral-sh,https://github.com/astral-sh/ruff,46126,2022-08-09T17:17:44Z,2026-03-06T00:18:34Z,Rust,13606,402,7797,6158
acme.sh,acmesh-official,https://github.com/acmesh-official/acme.sh,45861,2015-12-26T12:56:33Z,2026-03-05T22:30:15Z,Shell,1511,46,3511,2387
AI-For-Beginners,microsoft,https://github.com/microsoft/AI-For-Beginners,45854,2021-03-03T16:27:36Z,2026-03-06T00:11:22Z,Jupyter Notebook,289,0,149,148
monaco-editor,microsoft,https://github.com/microsoft/monaco-editor,45669,2016-06-07T16:56:31Z,2026-03-06T02:11:01Z,JavaScript,558,187,3965,3229
tldraw,tldraw,https://github.com/tldraw/tldraw,45657,2021-05-09T11:48:37Z,2026-03-05T22:27:43Z,TypeScript,4427,101,2153,1877
